Tweet Text,# number,Medical relevance,X,Does X prevent cancer 
Sure.. Masturbation helps to prevent PROSTATE CANCER &amp; BLUE BALLS..  Its healthy because you keep on removing old sperms and create way for fresh ones https://t.co/UyKiAwaXu6 7 FACTS ABOUT MASTURBATION  Masturbation is loyal Masturbation dont cheat Masturbation don’t  cost a cent   Masturbation won’t give u STIs Masturbation don’t go on periods Masturbation won’t complain of ur premature ejacuation  Masturbation will never open a rape case against u,6,yes,masturbation,yes
"First Multipurpose Gel Designed to Prevent HIV, HSV, and HPV Simultaneously in Women and Men Advances in Clinical Trials. Read more: https://t.co/GwWzKXVRRQ @HIVMTN My colleagues are working on a gel that one day might prevent against HIV, herpes, and cervical cancer, all at the same time. Pretty amazing. https://t.co/k9AI12Qt4s",6,yes,multipurpose gel,yes
Congrats to @nysenate for passing S5585 https://t.co/MG7FC0MOV3 Now on to @nygovcuomo office for signature to become law and help promote youth health and prevent #melanoma and skin cancer in @NYGov! Way to go @AmericanCancer @ACSCAN! #endcancer @MDAndersonNews #cancermoonshot,6,yes,none,none
Uganda Cancer Institute and @UCCFCare_3C start a drive to equip students across the country with knowledge to prevent and fight cancer https://t.co/wJku78MadM Uganda Cancer Institute and Childcare for Cancer Foundation start a drive to equip students across the country with knowledge to prevent and fight cancer. This and more on #NTVATONE coming up https://t.co/fuMIKJLkAI,6,yes,none,none
We’re proud to have co-funded this research to prevent relapse in #LungCancer patients post-surgery and create a potential new standard of care for the deadliest cancer in the United States. #lcsm #CIM18 @sloan_kettering @HopkinsMedicine @SU2C https://t.co/20Aa6MX54v,6,yes,none,none
Did you know the nutrients in zucchini can help prevent cancer and heart disease? Let's do our part to educate others about the benefits of eating healthy! #FoodFacts https://t.co/e0V34SKRwn,6,yes,nutrients in zucchini,yes
Neurosurgeon Paul Brennan discusses his #cancerresearch using a palladium implant placed in the #brain after a tumour is removed to direct chemotherapy drugs to kill off remaining cancer cells and prevent recurrence of the disease https://t.co/X5JbeJvHxM,6,yes,palladium implant,yes
RT @voxdotcom: Does sunscreen really prevent skin cancer? And 10 other questions about sunscreen you might be asking this summer: https://t…,6,yes,sunscreen,yes
If the stories of @PhelanVicky and EmmaMhicMathuna have taught us anything it's that cervical cancer causes horrible pain and death.  We can do much more to prevent #cervicalcancer  #VaccinesWork   Vaccinate both teenage girls and boys. #HPVfreeIreland https://t.co/H6Mac2XDW4 https://t.co/kPEMi07o4K,6,yes,vaccines,yes
@naaaaaautica I really hope she gets fully funded I lost my mother from breast cancer and I can’t imagine not doing the least bit that I could to help prevent someone else from feeling that pain. Many blessings to you and your mom. ❤️,5,no,none,none
#CallYourDoctorDay is all about the preventative measures you can make to reduce those risks and possibly prevent cancer from ever coming into your life. https://t.co/vcldL9OQzp,5,no,none,none
#CallYourDoctorDay is all about the preventative measures you can make to reduce those risks and possibly prevent cancer from ever coming into your life. https://t.co/vcldL9OQzp If you can’t find a #doctor in your #insurance network call us @Cosmo_Insurance and will either switch your plan or search for a provider https://t.co/16gvSN10gT,5,no,none,none
"America, for all our sins, has always been a country to move forward. Slow progress. Very often painfully slow. But progress. These people are taking us backwards. And fast.  This is not my America. These are not my leaders. They are a disgrace.  This is cancer. #VoteThemOut2018 https://t.co/2NeH71Y1D1 Jeff Sessions issued a new ruling that could prevent tens of thousands of victims of domestic abuse and gang violence from seeking asylum in the U.S. https://t.co/BlVzFe68SK",5,no,none,none
Stress the inportance of regular follow up with #oncology team and the importance of #exercise to prevent #cancer recurrence! #survivorship @DarcyBurbage #NavsChangeLives @OncNavSum,5,no,none,none
The Legislature's budget provides funding for smoking cessation programs and to expand services at the Cancer Institute of New Jersey. We must do everything we can to prevent and fight back against cancer #FundingOurFuture We promised $3 million more for the Cancer Institute of NJ and $500 thousand more for smoking cessation and control.  Our budget delivers. #PromisesDelivered #SharedValues #NJDemocraticPriorities https://t.co/SIdryxfXVr,5,no,none,none
The Most Effective Alkalizing Foods To Reset Alkaline Balance And Prevent Cancer https://t.co/AVjqWulDlD #CoralMine #ColoVada #CoralClub,5,yes,alkaline foods,yes
"Early research suggests that consuming #fermented dairy products may help to prevent and treat conditions such as osteoporosis, obesity, cancer and mental #health disorders https://t.co/QVY8SFXLhR https://t.co/FhRQkSFae5",5,yes,fermented dairy products,yes
"Each of us have genes working hard to prevent cancer, but what are they and how do they work? https://t.co/7AIx08fHhD #UnimelbPursuit https://t.co/QXcB7gS60L",5,yes,genes,yes
"Each of us have genes working hard to prevent cancer, but what are they and how do they work? https://t.co/7AIx08fHhD #UnimelbPursuit https://t.co/TbohRX6FnE",5,yes,genes,yes
Good nutrition is known to help prevent cancer and also increase the effectiveness of treatment. Our Onco-Nutrition team curates diet plans for patients in order to keep them healthy and enhance their response rates to the treatment being given. #FightingCancerTheRightWay https://t.co/ow6PU3MnpF,5,yes,good nutrition,yes
⁉️ #DidYouKnow that #vaccination against #HepatitisB and #HPV can prevent #cancer?  ➡️ https://t.co/P91rVy7rGA  cc @gavi #VaccinesWork #Vaccines #Infographics #GlobalHealth https://t.co/iyv6sLDhIk,5,yes,"hepatitisB vaccination, HPV vaccination",yes
"Herbal medicine, e.g. #Ayurveda and #TCM, use #turmeric to prevent and treat many different conditions.   https://t.co/6pckQAMX8T  #cancer #arthritis #antimicrobial #antiinflammatory #antiviral #spices #antioxidants #curcumin",5,yes,"herbal medicine, turmeric",yes
"HPV is linked with head and neck cancers, penile cancer and anal cancer. This means that eradicating HPV is not only important to do in women but also in men to prevent cervical and other cancers.  #TheLaymansDr",5,yes,Eradicating HPV,yes
"A #USC research team led by Min Yu (@USCStemCell @KeckMedUSC) and Pin Wang (@USCViterbi) has pinpointed a remedy to prevent the spread of triple-negative breast cancer, the deadliest type of breast cancer via https://t.co/S5thE0TJDk",5,yes,none,none
"Dr. Britt Brockman: Data has the power to heal. Hospitals across Kentucky, use the information from the #cancer registry to hone treatment, tailor a diagnosis, and initiate programs and interventions that both help cure and prevent #cancer. @UK_HealthCare @universityofky",5,yes,none,none
RT @sloan_kettering: Looking for tips to help prevent nausea and vomiting after cancer treatment? Read our Q&amp;A with Dr. Kris: https://t.co/…,5,yes,none,none
"Skin and nail changes are common during cancer treatment. Depending on your therapy you may be advised to take steps to protect your skin, prevent infection, and reduce itching: Read more here: https://t.co/bGzasCQl0P https://t.co/Mpq3OiTulw",5,yes,none,none
Some cancer survivors may experience #lymphedema as a side effect of surgical or radiation #cancertreatment. Early identification and treatment may prevent the condition from progressing and this can improve quality of life. https://t.co/6ACqrGpuBn,5,yes,none,none
Basil is full of flavonoids that inhibit the risk of heart attack. Phytochemicals prevent the formation of cancer enzymes. It not only reduces blood sugar but also works as an agent for treating anxiety and anxiety-related depression #basil #healthcare,5,yes,phytochemicals,yes
"Two of the anthocyanidins present in #cherries, quercetin and isoquerxitrin, have been found to prevent the growth of colon #cancer. ➡ https://t.co/12jp8S7usA  https://t.co/T3Sp78iZuO",5,yes,"quercetin,isoquerxitrin",yes
"@AnjaliMalikMD @DrIanWeissman @amykpatel @RMilesMD @DrLizMorris @NinaVincoffMD @NBSaphierMD @DrGMcGinty @c_debenedectiMD @MonicaSheth @DrJiyonLee @SHerschorn @drjkunj @overprocessed @DrPaulaGordon @UPI But that is the point. If you're not going to treat something or if treatment is solely associated with side effects but not improved outcomes (reduction in mortality), going out of the way to screen for the disease may reveal a diagnosis without need. Reducing screening will also prevent detection of cancers, which, left undetected, will grow and metastasize. No current test detects only lethal cancer. We need to get better at deciding if any cancers can be subject to active surveillance, but shouldn’t reduce screening. https://t.co/sK2NLukS6r",5,yes,screening ,yes
WATCH: Researchers from @IUPUI and the Richard L. Roudebush VA Medical Center are using trained dogs to sniff out prostate cancer and helping prevent unnecessary biopsies. https://t.co/PBi5nS7uMw,5,yes,sniffing of trained dogs,yes
"RT @olwenw: Limit alcohol, don't smoke, have #HPVVaccine prevent head and neck cancer #HNCancer @HeadNeckNZ https://t.co/OTvnlB3dAy",5,yes,stopping alcohol,yes
A big THANK YOU to @NYCParks for providing free #SPF30 #Sunscreen at ALL #NewYorkCity beaches and pools. Please take advantage of this resource &amp; keep your skin young &amp; most importantly PREVENT skin #cancer &amp; don't forget to reapply frequently!! https://t.co/SS5mgajEaE,5,yes,sunscreen,yes
Are you the type of person who    A: HAS to wear sun screen   OR  B: Just says fuck it and doesn’t   Retweet for A  Like for B   Trying to prove a point here Are you the type of person who   A: wears sunscreen  OR  B: Completely neglects to do one of the easiest things you can do to prevent cancer.  Retweet for A Like for B  Trying to prove a point here  #fuckcancer https://t.co/cH22sY22Ye,5,yes,sunscreen,yes
"@BeechsChocolate Vegans are far less likely to suffer with heart disease, diabetes and certain types of cancer. Veganism is also a way to help prevent the exploitation of animals. Good all around! #vegan #competition",5,yes,vegeterian diets,yes
"#GoVeganAndBeHealthyVegetarian diets naturally low in saturated fat,high in fiber and help to prevent cancer! Large studies in England and Germany have shown that vegetarians are about 40 percent less likely to develop cancer compared to meat-eaters!  @FARMUSA",5,yes,vegeterian diets,yes
"Vegetarian diets naturally low in saturated fat,high in fiber and help to prevent cancer! Large studies in England and Germany have shown that vegetarians are about 40 percent less likely to develop cancer compared to meat-eaters! #GoVeganAndBeHealthy https://t.co/KG9ERu1DQv",5,yes,vegeterian diets,yes
@HealthRanger @Biracial_Chick And God forbid we focus on all the causes of cancer so as to prevent this villain from existing at all! Gee wonder if that thought ever crossed their minds! https://t.co/ahbXSmrsTv,4,no,none,none
"@ReformAustin I left California to escape the effects of rampant corruption, failed policies, crime, anti 2A, failing school systems and exploding taxes. I will fight with everything I have to prevent the cancer of progressivism from spreading to this great state. #TexasStrong #DontMessWithTX",4,no,none,none
"@SethMacFarlane Financial incentive to place and keep people on medication, treat cancer but not prevent it, not teach critical thinking or civics in public schools, maintain endless wars...",4,no,none,none
"Can you prevent cancer? Recently, the World Cancer Research Fund (WCRF) published their 3rd Expert Report and recommended changes in diet, nutrition, and physical activity to reduce your risk of developing cancer. Follow us on Twitter for future updates. #ReversingCancer https://t.co/0Cy8kXiVVz",4,no,none,none
